A,B,C,D,E,F,G,H,I,s
1,3,3,15,21,20,5,18,19,105
1,3,3,15,21,20,18,5,0,86
1,3,3,15,21,20,18,5,4,90
1,3,3,15,21,20,18,5,19,105
1,3,3,18,5,1,19,5,0,55
1,3,3,18,5,4,9,20,0,63
1,3,3,18,5,4,9,20,19,82
1,3,3,18,5,19,3,5,0,57
1,3,3,18,5,20,1,12,0,63
1,3,3,18,5,20,5,0,0,55
1,3,3,18,5,20,5,4,0,59
1,3,3,18,5,20,5,19,0,74
1,3,3,18,5,20,9,14,7,80
1,3,3,18,5,20,9,15,14,88
1,3,3,18,5,20,9,22,5,86
1,3,3,18,15,1,3,8,0,52
1,3,3,18,15,9,4,5,19,77
1,3,3,18,21,1,2,12,5,66
1,3,3,18,21,1,12,0,0,59
1,3,3,18,21,1,12,19,0,78
1,3,3,18,21,5,0,0,0,51
1,3,3,18,21,5,4,0,0,55
1,3,3,18,21,5,18,0,0,69
1,3,3,18,21,5,19,0,0,70
1,3,3,18,21,9,14,7,0,76
1,3,3,20,19,0,0,0,0,46
1,3,3,21,2,9,20,1,0,60
1,3,3,21,2,9,20,21,13,93
1,3,3,21,2,9,20,21,19,99
1,3,3,21,5,9,12,0,0,54
1,3,3,21,13,0,0,0,0,41
1,3,3,21,13,2,0,0,0,43
1,3,3,21,13,2,5,14,20,82
1,3,3,21,13,2,5,18,0,66
1,3,3,21,16,25,0,0,0,69
1,3,3,21,18,0,0,0,0,46
1,3,3,21,18,1,3,25,0,75
1,3,3,21,18,1,20,5,0,72
1,3,3,21,18,18,5,0,0,69
1,3,3,21,18,19,5,0,0,70
1,3,3,21,18,19,5,4,0,74
1,3,3,21,18,19,9,14,7,95
1,3,3,21,18,19,20,0,0,85
1,3,3,21,19,0,0,0,0,47
1,3,3,21,19,1,2,12,5,67
1,3,3,21,19,1,2,12,25,87
1,3,3,21,19,1,12,0,0,60
1,3,3,21,19,1,12,19,0,79
1,3,3,21,19,1,14,20,0,82
1,3,3,21,19,1,14,20,19,101
1,3,3,21,19,1,20,15,18,101
1,3,3,21,19,5,0,0,0,52
1,3,3,21,19,5,4,0,0,56
1,3,3,21,19,5,18,0,0,70
1,3,3,21,19,5,18,19,0,89
1,3,3,21,19,5,19,0,0,71
1,3,3,21,19,9,14,7,0,77
1,3,3,21,19,9,22,5,0,83
1,3,3,21,19,15,18,0,0,80
1,3,3,21,19,20,15,13,0,95
1,3,3,21,19,20,15,13,19,114
1,3,5,1,0,0,0,0,0,10
1,3,5,1,5,0,0,0,0,15
1,3,5,1,14,0,0,0,0,24
1,3,5,3,1,6,6,9,14,48
1,3,5,4,0,0,0,0,0,13
1,3,5,4,25,0,0,0,0,38
1,3,5,4,9,1,0,0,0,23
1,3,5,4,9,1,13,9,14,59
1,3,5,4,9,1,19,0,0,42
1,3,5,4,9,1,19,20,0,62
1,3,5,9,20,5,0,0,0,43
1,3,5,9,20,21,14,1,0,74
1,3,5,12,4,1,13,1,19,59
1,3,5,12,12,21,12,1,18,85
1,3,5,13,9,12,1,0,0,44
1,3,5,14,19,21,1,4,1,69
1,3,5,14,20,18,9,3,0,73
1,3,5,14,20,18,15,21,19,116
1,3,5,15,12,15,7,25,0,83
1,3,5,15,12,15,7,9,3,70
1,3,5,15,21,19,0,0,0,64
1,3,5,16,8,1,12,0,0,46
1,3,5,16,8,1,12,1,14,61
1,3,5,16,8,1,12,9,1,56
1,3,5,16,8,1,12,21,19,86
1,3,5,16,15,20,19,0,0,79
1,3,5,17,21,9,1,0,0,57
1,3,5,17,21,9,1,19,0,76
1,3,5,18,1,20,5,0,0,53
1,3,5,18,1,20,5,4,0,57
1,3,5,18,2,0,0,0,0,29
1,3,5,18,2,1,20,5,0,55
1,3,5,18,2,1,20,5,4,59
1,3,5,18,2,1,20,5,19,74
1,3,5,18,2,5,18,0,0,52
1,3,5,18,2,5,19,20,0,73
1,3,5,18,2,9,3,0,0,41
1,3,5,18,2,9,20,25,0,83
1,3,5,18,2,12,25,0,0,66
1,3,5,18,4,15,12,0,0,58
1,3,5,18,9,3,0,0,0,39
1,3,5,18,9,14,0,0,0,50
1,3,5,18,12,9,0,0,0,48
1,3,5,18,15,12,1,0,0,55
1,3,5,18,15,12,1,19,0,74
1,3,5,18,15,19,5,0,0,66
1,3,5,18,15,21,19,0,0,82
1,3,5,18,18,1,0,0,0,46
1,3,5,18,19,0,0,0,0,46
1,3,5,18,22,1,12,0,0,62
1,3,5,18,22,1,20,5,0,75
1,3,5,18,22,1,20,9,13,92
1,3,5,18,22,15,19,5,0,88
1,3,5,18,22,21,12,9,0,91
1,3,5,18,22,21,12,21,19,122
1,3,5,19,0,0,0,0,0,28
1,3,5,19,3,5,14,3,5,58
1,3,5,19,3,5,14,3,25,78
1,3,5,19,3,5,14,20,0,70
1,3,5,19,3,5,14,20,19,89
1,3,5,19,8,9,16,0,0,61
1,3,5,19,15,4,25,14,5,91
1,3,5,19,20,15,13,1,0,77
1,3,5,20,1,0,0,0,0,30
1,3,5,20,1,2,12,5,0,49
1,3,5,20,1,2,21,12,1,66
1,3,5,20,1,12,0,0,0,42
1,3,5,20,1,12,4,15,12,73
1,3,5,20,1,12,9,26,5,82
1,3,5,20,1,12,19,0,0,61
1,3,5,20,1,13,9,4,0,56
1,3,5,20,1,13,9,4,5,61
1,3,5,20,1,13,9,4,15,71
1,3,5,20,1,13,9,4,19,75
1,3,5,20,1,14,9,15,14,82
1,3,5,20,1,14,14,9,14,81
1,3,5,20,1,18,25,0,0,73
1,3,5,20,1,18,19,0,0,67
1,3,5,20,1,20,5,0,0,55
1,3,5,20,1,20,5,4,0,59
1,3,5,20,1,20,5,19,0,74
1,3,5,20,1,20,9,15,14,88
1,3,5,20,5,14,25,12,0,85
1,3,5,20,9,1,13,0,0,52
1,3,5,20,9,3,0,0,0,41
1,3,5,20,9,6,25,0,0,69
1,3,5,20,9,6,9,5,4,62
1,3,5,20,9,6,9,5,18,76
1,3,5,20,9,6,9,5,19,77
1,3,5,20,25,12,0,0,0,66
1,3,5,20,25,12,1,20,5,92
1,3,5,20,25,12,5,14,5,90
1,3,5,20,25,12,9,3,0,78
1,3,5,20,25,12,9,4,0,79
1,3,5,20,25,12,9,4,5,84
1,3,5,20,25,12,9,26,5,106
1,3,5,20,25,12,19,0,0,85
1,3,5,20,9,14,0,0,0,52
1,3,5,20,9,14,5,0,0,57
1,3,5,20,9,14,19,0,0,71
1,3,5,20,9,20,5,0,0,63
1,3,5,20,9,26,5,0,0,69
1,3,5,20,12,1,0,0,0,42
1,3,5,20,15,9,14,0,0,67
1,3,5,20,15,12,0,0,0,56
1,3,5,20,15,14,1,20,5,84
1,3,5,20,15,14,5,0,0,63
1,3,5,20,15,14,5,19,0,82
1,3,5,20,15,14,9,3,0,70
1,3,5,20,15,14,25,12,0,95
1,3,5,20,15,14,9,26,5,98
1,3,5,20,15,19,5,0,0,68
1,3,5,20,15,19,9,20,25,117
1,3,5,20,15,21,19,0,0,84
1,3,5,20,15,24,25,12,0,105
1,3,5,20,15,24,25,12,19,124
1,3,5,20,15,24,9,13,0,90
1,3,5,20,15,24,9,13,5,95
1,3,5,20,18,1,3,20,0,71
1,3,5,20,21,13,0,0,0,63
1,3,5,20,21,18,9,3,0,80
1,3,8,1,5,20,15,21,19,93
1,3,8,1,6,5,0,0,0,24
1,3,8,1,7,5,0,0,0,25
1,3,8,1,12,1,19,9,1,55
1,3,8,1,16,5,0,0,0,34
1,3,8,1,17,21,5,0,0,56
1,3,8,1,18,0,0,0,0,31
1,3,8,1,18,25,1,0,0,57
1,3,8,1,18,14,5,0,0,50
1,3,8,1,20,5,0,0,0,38
1,3,8,1,20,15,21,18,0,87
1,3,8,5,0,0,0,0,0,17
1,3,8,5,1,20,0,0,0,38
1,3,8,5,3,8,0,0,0,28
1,3,8,5,3,11,0,0,0,31
1,3,8,5,4,0,0,0,0,21
1,3,8,5,5,18,0,0,0,40
1,3,8,5,9,12,1,18,25,82
1,3,8,5,9,12,9,1,0,48
1,3,8,5,9,12,15,21,19,93
1,3,8,5,9,18,9,1,0,54
1,3,8,5,9,18,15,21,19,99
1,3,8,5,9,18,21,19,0,84
1,3,8,5,14,5,0,0,0,36
1,3,8,5,14,5,19,0,0,55
1,3,8,5,14,9,1,0,0,41
1,3,8,5,14,9,1,12,0,53
1,3,8,5,14,9,21,13,0,74
1,3,8,5,14,15,4,9,1,60
1,3,8,5,18,0,0,0,0,35
1,3,8,5,19,0,0,0,0,36
1,3,8,5,19,15,21,14,0,86
1,3,8,5,20,5,0,0,0,42
1,3,8,5,23,5,5,4,0,54
1,3,8,25,0,0,0,0,0,37
1,3,8,9,5,18,0,0,0,44
1,3,8,9,5,19,20,0,0,65
1,3,8,9,5,22,5,0,0,53
1,3,8,9,5,22,5,4,0,57
1,3,8,9,5,22,5,18,0,71
1,3,8,9,5,22,5,18,19,90
1,3,8,9,5,22,5,19,0,72
1,3,8,9,5,22,9,14,7,78
1,3,8,9,7,1,14,0,0,43
1,3,8,9,12,1,18,25,0,77
1,3,8,25,12,9,1,0,0,59
1,3,8,9,12,12,5,1,19,70
1,3,8,9,12,12,5,9,14,73
1,3,8,9,12,15,21,19,0,88
1,3,8,25,12,15,21,19,0,104
1,3,8,9,13,5,0,0,0,39
1,3,8,25,13,9,1,0,0,60
1,3,8,25,13,15,21,19,0,105
1,3,8,9,14,5,19,19,0,78
1,3,8,9,14,7,0,0,0,42
1,3,8,9,14,7,12,25,0,79
1,3,8,9,15,20,5,0,0,61
1,3,8,9,15,20,5,19,0,80
1,3,8,9,18,1,0,0,0,40
1,3,8,9,18,9,20,5,0,73
1,3,8,11,1,14,0,0,0,38
1,3,8,15,11,5,0,0,0,43
1,3,8,15,12,9,1,0,0,49
1,3,8,15,12,9,1,19,0,68
1,3,8,15,12,9,3,0,0,51
1,3,8,15,12,15,21,19,0,94
1,3,8,15,12,21,18,9,1,88
1,3,8,15,12,21,18,9,3,90
1,3,8,15,15,0,0,0,0,42
1,3,8,15,18,0,0,0,0,45
1,3,8,15,18,4,1,12,0,62
1,3,8,15,18,4,1,20,5,75
1,3,8,18,5,5,0,0,0,40
1,3,8,18,15,9,20,5,0,79
1,3,8,18,15,13,1,0,0,59
1,3,8,18,15,13,1,20,0,79
1,3,8,18,15,13,1,20,5,84
1,3,8,18,15,13,1,20,19,98
1,3,8,18,15,13,9,1,0,68
1,3,8,18,15,13,9,3,0,70
1,3,8,18,15,13,15,21,19,113
1,3,8,18,15,14,9,19,13,100
1,3,8,18,15,15,21,19,0,100
1,3,8,18,15,16,19,9,1,90
1,3,8,20,5,12,0,0,0,49
1,3,8,20,5,18,0,0,0,55
1,3,8,21,5,20,5,0,0,63
1,3,25,0,0,0,0,0,0,29
1,3,25,3,12,9,3,0,0,56
1,3,9,3,21,12,1,0,0,50
1,3,9,3,21,12,1,5,0,55
1,3,9,3,21,12,1,18,0,68
1,3,9,3,21,12,1,19,0,69
1,3,9,3,21,12,1,20,5,75
1,3,9,3,21,12,21,13,0,83
1,3,9,3,21,12,21,13,19,102
1,3,9,4,0,0,0,0,0,17
1,3,9,4,1,5,13,9,1,46
1,3,9,4,5,13,9,1,0,45
1,3,9,4,5,13,9,1,19,64
1,3,9,4,5,18,0,0,0,40
1,3,9,4,8,5,1,4,0,35
1,3,9,4,8,5,1,4,19,54
1,3,9,4,25,0,0,0,0,42
1,3,9,4,9,3,0,0,0,29
1,3,9,4,9,6,25,0,0,57
1,3,9,4,9,6,9,3,0,44
1,3,9,4,9,6,9,5,4,50
1,3,9,4,9,6,9,5,18,64
1,3,9,4,9,6,9,5,19,65
1,3,9,4,25,12,0,0,0,54
1,3,9,4,9,20,5,0,0,51
1,3,9,4,9,20,25,0,0,71
1,3,9,4,9,20,9,5,19,79
1,3,9,4,9,26,5,0,0,57
1,3,9,4,9,26,5,4,0,61
1,3,9,4,9,26,9,14,7,82
1,3,9,4,12,25,0,0,0,54
1,3,9,4,14,5,19,19,0,74
1,3,9,4,15,9,4,0,0,45
1,3,9,4,15,12,15,7,25,91
1,3,9,4,15,16,8,9,12,77
1,3,9,4,15,19,5,19,0,75
1,3,9,4,15,19,9,19,0,79
1,3,9,4,15,20,9,3,0,64
1,3,9,4,16,18,15,15,6,87
1,3,9,4,19,0,0,0,0,36
1,3,9,4,21,12,1,14,20,85
1,3,9,4,21,12,1,20,5,76
1,3,9,4,21,12,5,14,20,89
1,3,9,4,21,12,15,21,19,105
1,3,9,4,21,18,9,1,0,66
1,3,9,4,21,18,9,1,19,85
1,3,9,4,21,18,9,3,0,68
1,3,9,5,18,0,0,0,0,36
1,3,9,5,18,1,7,5,0,49
1,3,9,5,18,1,20,5,0,62
1,3,9,5,18,1,20,5,4,66
1,3,9,5,18,1,20,5,19,81
1,3,9,5,19,0,0,0,0,37
1,3,25,5,19,9,19,0,0,81
1,3,25,5,20,9,3,0,0,66
1,3,9,6,15,18,13,0,0,65
1,3,25,12,0,0,0,0,0,41
1,3,25,12,1,12,0,0,0,54
1,3,25,12,1,13,9,4,15,83
1,3,25,12,1,13,9,14,15,93
1,3,25,12,1,19,5,0,0,66
1,3,25,12,1,20,5,0,0,67
1,3,25,12,1,20,5,4,0,71
1,3,25,12,1,20,5,19,0,86
1,3,25,12,1,20,9,14,7,92
1,3,25,12,1,20,9,15,14,100
1,3,9,12,9,1,20,5,0,60
1,3,9,12,9,1,20,5,4,64
1,3,25,12,15,7,5,14,0,82
1,3,25,12,15,9,14,0,0,79
1,3,25,12,15,9,14,19,0,98
1,3,25,12,15,24,25,0,0,105
1,3,25,12,19,0,0,0,0,60
1,3,9,14,1,3,5,19,0,55
1,3,9,14,1,3,9,20,25,85
1,3,9,14,1,18,0,0,0,46
1,3,9,14,1,18,25,0,0,71
1,3,9,14,5,20,1,14,0,67
1,3,9,14,5,20,9,3,0,64
1,3,9,14,7,0,0,0,0,34
1,3,9,14,9,0,0,0,0,36
1,3,9,14,9,3,0,0,0,39
1,3,9,14,9,6,15,18,13,88
1,3,9,14,15,19,5,0,0,66
1,3,9,14,15,21,19,0,0,82
1,3,9,14,21,14,9,0,0,71
1,3,9,14,21,19,0,0,0,67
1,3,9,15,21,19,0,0,0,68
1,3,25,18,15,12,15,7,25,121
1,3,25,19,20,9,1,0,0,78
1,3,9,20,1,20,5,0,0,59
1,3,9,20,25,0,0,0,0,58
1,3,9,21,18,7,25,0,0,84
1,3,11,5,5,0,0,0,0,25
1,3,11,5,5,19,0,0,0,44
1,3,11,5,25,0,0,0,0,45
1,3,11,5,25,19,0,0,0,64
1,3,11,13,1,14,0,0,0,43
1,3,11,13,5,14,0,0,0,47
1,3,11,14,5,23,0,0,0,57
1,3,11,14,15,23,0,0,0,67
1,3,11,14,15,23,9,14,7,97
1,3,11,14,15,23,14,0,0,81
1,3,11,20,15,14,0,0,0,64
1,3,12,1,19,20,9,3,0,68
1,3,12,5,0,0,0,0,0,21
1,3,12,5,9,4,9,1,14,58
1,3,12,25,4,5,19,0,0,69
1,3,12,9,4,9,1,14,0,53
1,3,12,9,14,1,12,0,0,52
1,3,12,9,14,9,3,0,0,51
1,3,12,25,19,0,0,0,0,60
1,3,12,15,21,4,0,0,0,56
1,3,13,1,20,9,3,0,0,50
1,3,13,5,0,0,0,0,0,22
1,3,13,5,19,0,0,0,0,41
1,3,13,9,3,0,0,0,0,29
1,3,13,9,20,5,0,0,0,51
1,3,14,5,0,0,0,0,0,23
1,3,14,5,4,0,0,0,0,27
1,3,14,5,6,15,18,13,0,75
1,3,14,5,9,6,15,18,13,84
1,3,14,5,13,9,1,0,0,46
1,3,14,5,19,0,0,0,0,42
1,3,14,15,4,1,12,0,0,50
1,3,14,15,4,5,0,0,0,42
1,3,14,15,4,5,19,0,0,61
1,3,15,1,19,13,0,0,0,52
1,3,15,1,19,13,1,0,0,53
1,3,15,3,11,0,0,0,0,33
1,3,15,3,11,2,9,12,12,68
1,3,15,3,15,20,12,0,0,69
1,3,15,5,12,15,21,19,0,91
1,3,15,9,14,0,0,0,0,42
1,3,15,9,14,5,0,0,0,47
1,3,15,12,4,0,0,0,0,35
1,3,15,12,25,20,5,0,0,81
1,3,15,12,25,20,5,19,0,100
1,3,15,12,25,20,8,0,0,84
1,3,15,12,25,20,21,19,0,116
1,3,15,12,15,7,25,0,0,78
1,3,15,12,15,7,9,3,0,65
1,3,15,12,15,21,19,0,0,86
1,3,15,12,21,20,8,9,3,92
1,3,15,13,9,1,0,0,0,42
1,3,15,13,15,21,19,0,0,87
1,3,15,14,1,20,9,22,5,90
1,3,15,14,5,0,0,0,0,38
1,3,15,14,9,3,0,0,0,45
1,3,15,14,9,14,0,0,0,56
1,3,15,14,9,14,5,0,0,61
1,3,15,14,9,20,1,12,0,75
1,3,15,14,9,20,5,0,0,67
1,3,15,14,9,20,5,19,0,86
1,3,15,14,9,20,9,1,0,72
1,3,15,14,9,20,9,3,0,74
1,3,15,14,9,20,9,14,0,85
1,3,15,14,9,20,9,14,5,90
1,3,15,14,9,20,21,13,19,115
1,3,15,14,20,9,1,0,0,63
1,3,15,14,20,9,21,13,0,96
1,3,15,15,12,0,0,0,0,46
1,3,15,16,0,0,0,0,0,35
1,3,15,16,9,3,0,0,0,47
1,3,15,16,25,18,9,14,0,101
1,3,15,16,25,18,9,14,5,106
1,3,15,16,15,14,0,0,0,64
1,3,15,18,0,0,0,0,0,37
1,3,15,18,5,1,0,0,0,43
1,3,15,18,9,1,0,0,0,47
1,3,15,18,14,0,0,0,0,51
1,3,15,18,14,5,4,0,0,60
1,3,15,18,14,19,0,0,0,70
1,3,15,19,13,9,3,0,0,63
1,3,15,19,13,9,19,13,0,92
1,3,15,19,13,9,19,20,0,99
1,3,15,19,20,0,0,0,0,58
1,3,15,21,1,19,13,0,0,73
1,3,15,21,3,8,9,0,0,60
1,3,15,21,3,8,25,0,0,76
1,3,15,21,13,5,20,5,18,101
1,3,15,21,13,5,20,18,25,121
1,3,15,21,14,20,5,18,0,97
1,3,15,21,16,0,0,0,0,56
1,3,15,21,16,1,0,0,0,57
1,3,15,21,16,5,0,0,0,61
1,3,15,21,19,13,1,0,0,73
1,3,15,21,19,13,1,19,0,92
1,3,15,21,19,13,1,20,1,94
1,3,15,21,19,20,9,3,0,91
1,3,15,21,19,20,9,3,19,110
1,3,16,20,0,0,0,0,0,40
1,3,17,21,1,9,14,20,0,86
1,3,17,21,1,9,14,20,19,105
1,3,17,21,5,14,20,0,0,81
1,3,17,21,5,18,5,21,18,109
1,3,17,21,5,19,20,0,0,86
1,3,17,21,5,19,20,19,0,105
1,3,17,21,9,5,19,3,5,83
1,3,17,21,9,5,20,0,0,76
1,3,17,21,9,18,5,0,0,74
1,3,17,21,9,18,5,4,0,78
1,3,17,21,9,18,5,18,0,92
1,3,17,21,9,18,5,18,19,111
1,3,17,21,9,18,5,19,0,93
1,3,17,21,9,18,9,14,7,99
1,3,17,21,9,19,9,20,1,100
1,3,17,21,9,19,9,20,5,104
1,3,17,21,9,19,20,0,0,90
1,3,17,21,9,20,0,0,0,71
1,3,17,21,9,20,1,12,0,84
1,3,17,21,9,20,19,0,0,90
1,3,17,21,9,20,20,1,12,104
1,3,17,21,9,20,20,5,4,100
1,3,17,21,9,20,20,5,18,114
1,3,18,1,3,25,0,0,0,51
1,3,18,1,5,9,14,0,0,51
1,3,18,1,14,9,1,12,0,59
1,3,18,1,14,9,1,20,5,72
1,3,18,1,19,25,0,0,0,67
1,3,18,1,19,9,1,0,0,52
1,3,18,1,19,9,1,19,0,71
1,3,18,1,19,9,14,0,0,65
1,3,18,1,19,9,14,19,0,84
1,3,18,1,20,9,1,0,0,53
1,3,18,1,23,12,0,0,0,58
1,3,18,1,26,5,0,0,0,54
1,3,18,5,1,2,12,5,0,47
1,3,18,5,1,7,5,0,0,40
1,3,18,5,1,7,5,19,0,59
1,3,18,5,1,11,0,0,0,39
1,3,18,5,1,13,0,0,0,41
1,3,18,5,4,0,0,0,0,31
1,3,18,5,13,1,14,0,0,55
1,3,18,5,13,5,14,0,0,59
1,3,18,5,19,20,1,6,6,79
1,3,18,9,4,0,0,0,0,35
1,3,18,9,4,1,14,0,0,50
1,3,18,9,4,1,14,5,0,55
1,3,18,9,4,5,18,0,0,58
1,3,18,9,4,5,19,20,0,79
1,3,18,9,4,9,1,14,0,59
1,3,18,9,4,9,3,0,0,47
1,3,18,9,4,9,4,0,0,48
1,3,18,9,4,25,12,0,0,72
1,3,18,9,4,9,14,0,0,58
1,3,18,9,4,9,14,5,0,63
1,3,18,9,4,9,14,5,19,82
1,3,18,9,4,9,14,9,3,70
1,3,18,9,4,9,20,25,0,89
1,3,18,9,4,12,25,0,0,72
1,3,18,9,4,14,5,19,19,92
1,3,18,9,4,15,14,5,0,69
1,3,18,25,12,0,0,0,0,59
1,3,18,25,12,1,20,5,0,85
1,3,18,25,12,1,20,5,19,104
1,3,18,25,12,9,3,0,0,71
1,3,18,25,12,9,3,19,0,90
1,3,18,25,12,25,12,0,0,96
1,3,18,9,13,15,14,25,0,98
1,3,18,9,14,25,12,0,0,82
1,3,18,9,19,25,0,0,0,75
1,3,18,9,19,9,1,0,0,60
1,3,18,9,20,1,14,0,0,66
1,3,18,9,20,5,0,0,0,56
1,3,18,9,20,25,0,0,0,76
1,3,18,9,20,9,3,1,12,76
1,3,18,9,20,15,12,0,0,78
1,3,18,9,20,21,4,5,0,81
1,3,18,15,1,13,1,0,0,52
1,3,18,15,1,13,1,20,1,73
1,3,18,15,1,19,9,19,0,85
1,3,18,15,1,20,9,3,0,70
1,3,18,15,2,1,3,25,0,68
1,3,18,15,2,1,20,0,0,60
1,3,18,15,2,1,20,9,3,72
1,3,18,15,2,1,20,19,0,79
1,3,18,15,2,12,1,19,20,91
1,3,18,15,3,25,19,20,0,104
1,3,18,15,3,11,0,0,0,51
1,3,18,15,4,25,14,9,1,90
1,3,18,15,4,15,14,20,0,90
1,3,18,15,4,15,14,20,19,109
1,3,18,15,4,18,15,13,5,92
1,3,18,15,7,1,13,25,0,83
1,3,18,15,7,5,14,0,0,63
1,3,18,15,7,5,14,9,3,75
1,3,18,15,7,5,14,19,0,82
1,3,18,15,12,5,9,14,0,77
1,3,18,15,12,5,9,14,19,96
1,3,18,15,12,9,20,8,0,86
1,3,18,15,12,9,20,8,19,105
1,3,18,15,12,15,7,25,0,96
1,3,18,15,12,15,7,9,3,83
1,3,18,15,12,15,7,21,5,97
1,3,18,15,13,1,14,9,1,75
1,3,18,15,13,5,20,5,18,98
1,3,18,15,13,9,1,0,0,60
1,3,18,15,13,9,1,12,0,72
1,3,18,15,13,9,13,9,1,82
1,3,18,15,13,9,15,14,0,88
1,3,18,15,14,0,0,0,0,51
1,3,18,15,14,1,12,0,0,64
1,3,18,15,14,9,3,0,0,63
1,3,18,15,14,25,3,0,0,79
1,3,18,15,14,9,3,1,12,76
1,3,18,15,14,25,3,1,12,92
1,3,18,15,14,25,3,8,0,87
1,3,18,15,14,25,13,0,0,89
1,3,18,15,14,25,13,9,3,101
1,3,18,15,14,25,13,19,0,108
1,3,18,15,14,25,24,0,0,100
1,3,18,15,14,15,13,25,0,104
1,3,18,15,15,11,0,0,0,63
1,3,18,15,16,1,20,8,25,107
1,3,18,15,16,5,20,1,12,91
1,3,18,15,16,8,15,14,25,115
1,3,18,15,16,15,4,9,1,82
1,3,18,15,16,15,18,5,0,91
1,3,18,15,19,1,18,3,0,78
1,3,18,15,19,1,18,3,1,79
1,3,18,15,19,5,0,0,0,61
1,3,18,15,19,15,13,5,0,89
1,3,18,15,19,15,13,5,19,108
1,3,18,15,19,16,9,18,5,104
1,3,18,15,19,16,15,18,5,110
1,3,18,15,19,19,0,0,0,75
1,3,18,15,19,20,9,3,0,88
1,3,18,15,19,20,9,3,19,107
1,3,18,15,20,5,18,0,0,80
1,3,18,15,20,5,18,1,12,93
1,3,18,15,20,5,18,9,1,90
1,3,18,15,20,5,18,9,3,92
1,3,18,15,20,9,3,0,0,69
1,3,18,15,20,9,19,13,0,98
1,3,18,15,20,9,19,13,19,117
1,3,20,1,2,12,5,0,0,44
1,3,20,5,4,0,0,0,0,33
1,3,20,7,0,0,0,0,0,31
1,3,20,9,6,25,0,0,0,64
1,3,20,9,6,9,5,18,0,71
1,3,20,9,14,0,0,0,0,47
1,3,20,9,14,1,12,0,0,60
1,3,20,9,14,1,12,12,25,97
1,3,20,9,14,5,0,0,0,52
1,3,20,9,14,7,0,0,0,54
1,3,20,9,14,7,19,0,0,73
1,3,20,9,14,9,1,5,0,62
1,3,20,9,14,9,1,14,0,71
1,3,20,9,14,9,1,14,19,90
1,3,20,9,14,9,1,19,0,76
1,3,20,9,14,9,3,0,0,59
1,3,20,9,14,9,3,1,12,72
1,3,20,9,14,9,4,5,0,65
1,3,20,9,14,9,4,5,19,84
1,3,20,9,14,9,14,5,0,75
1,3,20,9,14,9,19,13,0,88
1,3,20,9,14,9,19,13,19,107
1,3,20,9,14,9,21,13,0,90
1,3,20,9,14,9,21,13,19,109
1,3,20,9,14,15,9,4,0,75
1,3,20,9,14,15,9,4,19,94
1,3,20,9,14,15,14,0,0,76
1,3,20,9,14,15,14,19,0,95
1,3,20,9,14,15,16,15,4,97
1,3,20,9,14,15,19,20,0,101
1,3,20,9,14,19,0,0,0,66
1,3,20,9,14,21,12,1,0,81
1,3,20,9,14,21,12,1,5,86
1,3,20,9,15,14,0,0,0,62
1,3,20,9,15,14,1,12,0,75
1,3,20,9,15,14,1,18,25,106
1,3,20,9,15,14,5,18,0,85
1,3,20,9,15,14,5,19,0,86
1,3,20,9,15,14,9,19,20,110
1,3,20,9,15,14,9,26,5,102
1,3,20,9,15,14,19,0,0,81
1,3,20,9,15,21,19,0,0,88
1,3,20,9,22,1,2,12,5,75
1,3,20,9,22,1,20,5,0,81
1,3,20,9,22,1,20,5,4,85
1,3,20,9,22,1,20,5,19,100
1,3,20,9,22,1,20,15,18,109
1,3,20,9,22,5,0,0,0,60
1,3,20,9,22,5,12,25,0,97
1,3,20,9,22,5,19,0,0,79
1,3,20,9,22,9,14,0,0,78
1,3,20,9,22,9,19,13,0,96
1,3,20,9,22,9,19,13,19,115
1,3,20,9,22,9,19,20,0,103
1,3,20,9,22,9,19,20,19,122
1,3,20,9,22,9,20,1,12,97
1,3,20,9,22,9,20,25,0,109
1,3,20,9,22,9,26,5,0,95
1,3,20,9,22,9,26,5,4,99
1,3,20,12,5,19,19,0,0,79
1,3,20,15,18,25,0,0,0,82
1,3,20,15,18,9,19,8,0,93
1,3,20,15,18,19,0,0,0,76
1,3,20,15,18,19,8,9,16,109
1,3,20,15,19,0,0,0,0,58
1,3,20,18,5,19,19,0,0,85
1,3,20,18,5,19,19,5,19,109
1,3,20,18,5,19,19,25,0,110
1,3,20,21,1,12,0,0,0,58
1,3,20,21,1,12,9,19,5,91
1,3,20,21,1,12,9,19,13,99
1,3,20,21,1,12,9,19,20,106
1,3,20,21,1,12,9,20,25,112
1,3,20,21,1,12,9,26,5,98
1,3,20,21,1,12,12,25,0,95
1,3,20,21,1,12,19,0,0,77
1,3,20,21,1,18,25,0,0,89
1,3,20,21,1,18,9,1,12,86
1,3,20,21,1,18,9,1,14,88
1,3,20,21,1,18,9,5,19,97
1,3,20,21,1,20,5,0,0,71
1,3,20,21,1,20,5,4,0,75
1,3,20,21,1,20,5,19,0,90
1,3,20,21,1,20,9,14,7,96
1,3,20,21,1,20,9,15,14,104
1,3,20,21,1,20,15,18,0,99
1,3,20,21,1,20,15,18,19,118
1,3,20,21,15,19,5,0,0,84
1,3,20,21,18,5,0,0,0,68
1,3,20,21,19,0,0,0,0,64
1,3,20,21,20,1,20,5,0,91
1,3,21,1,20,5,0,0,0,51
1,3,21,1,20,9,14,7,0,76
1,3,21,1,20,9,15,14,0,84
